threshold,flops,non_zero_params,params_reduction_pct,flops_reduction_pct,overall_accuracy,overall_f1,overall_precision,overall_recall,ham_accuracy,ham_f1,ham_precision,ham_recall,spam_accuracy,spam_f1,spam_precision,spam_recall
1.2000000000000002,9631101820.548157,239660924,13.80451358410416,13.804513584104171,0.825,0.8194713088330109,0.8703703703703703,0.825,1.0,0.851063829787234,0.7407407407407407,1.0,0.65,0.7878787878787878,1.0,0.65
1.3,9518710759.699995,236864178,14.81038003003221,14.81038003003221,0.711,0.6846627145848405,0.8168567807351078,0.711,1.0,0.7757951900698216,0.6337135614702155,1.0,0.422,0.5935302390998594,1.0,0.422
1.4000000000000001,9419198987.389357,234387921,15.70098068800917,15.70098068800917,0.728,0.7062685741931025,0.8238341968911918,0.728,1.0,0.7861635220125787,0.6476683937823834,1.0,0.456,0.6263736263736264,1.0,0.456
1.5,9340505521.326775,232429708,16.40526371931773,16.40526371931773,0.61,0.5400400990682864,0.7808988764044943,0.61,1.0,0.7194244604316546,0.5617977528089888,1.0,0.22,0.36065573770491804,1.0,0.22
1.6,9240589233.047043,229943385,17.29948467447031,17.29948467447032,0.61,0.5400400990682864,0.7808988764044943,0.61,1.0,0.7194244604316546,0.5617977528089888,1.0,0.22,0.36065573770491804,1.0,0.22
1.7000000000000002,9146319209.687792,227597564,18.14317324399124,18.143173243991228,0.539,0.41458756360487076,0.7601456815816857,0.539,1.0,0.6844626967830253,0.5202913631633714,1.0,0.078,0.14471243042671614,1.0,0.078
1.8,9058889147.091053,225421949,18.925646206411763,18.925646206411763,0.517,0.37003642832827494,0.754323499491353,0.517,1.0,0.6743088334457181,0.508646998982706,1.0,0.034,0.06576402321083172,1.0,0.034
1.9000000000000001,8974008547.79605,223309775,19.685302233295012,19.685302233295012,0.506,0.3465297289288908,0.7515090543259557,0.506,1.0,0.6693440428380187,0.5030181086519114,1.0,0.012,0.023715415019762844,1.0,0.012
2.0,8891486486.373693,221256291,20.423850050240166,20.423850050240166,0.504,0.34216110686698925,0.751004016064257,0.504,1.0,0.6684491978609626,0.5020080321285141,1.0,0.008,0.015873015873015872,1.0,0.008
2.1,8810434522.624828,219239389,21.149240931830825,21.14924093183084,0.5,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0
2.2,8730728561.048508,217255981,21.86258549575807,21.86258549575807,0.501,0.33555171178656695,0.7502502502502503,0.501,1.0,0.66711140760507,0.5005005005005005,1.0,0.002,0.003992015968063872,1.0,0.002
2.3000000000000003,8651783126.465538,215291498,22.56912357011164,22.56912357011165,0.5,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0
2.4000000000000004,8575478418.423505,213392727,23.25202793017911,23.25202793017911,0.5,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0
2.5,8501938010.0005865,211562743,23.910192633797234,23.910192633797234,0.5,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0
2.6,8431663989.6646805,209814040,24.53912413905145,24.53912413905145,0.5,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0
2.7,8364911661.404626,208152971,25.136537551449734,25.136537551449734,0.5,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0
2.8000000000000003,8303650076.825193,206628534,25.684810446890083,25.684810446890072,0.5,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0
2.9000000000000004,8248112959.836203,205246545,26.181851066146045,26.181851066146045,0.5,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0
3.0,8197035605.285326,203975533,26.63897814281726,26.63897814281726,0.5,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0
