threshold,flops,non_zero_params,params_reduction_pct,flops_reduction_pct,overall_accuracy,overall_f1,overall_precision,overall_recall,ham_accuracy,ham_f1,ham_precision,ham_recall,spam_accuracy,spam_f1,spam_precision,spam_recall
1.1,8013147168.112104,78516109,28.28516659335596,28.28516659335596,0.989,0.9889986688389295,0.9892367906066536,0.989,1.0,0.9891196834817013,0.9784735812133072,1.0,0.978,0.9888776541961577,1.0,0.978
1.2000000000000002,7826832161.700095,76690518,29.952620012802267,29.952620012802267,0.986,0.9859972554620706,0.9863813229571985,0.986,1.0,0.9861932938856016,0.9727626459143969,1.0,0.972,0.9858012170385395,1.0,0.972
1.3,7652045351.085661,74977885,31.516900156660654,31.516900156660654,0.979,0.9789907349140972,0.9798464491362763,0.979,1.0,0.9794319294809011,0.9596928982725528,1.0,0.958,0.9785495403472931,1.0,0.958
1.4000000000000001,7487629711.925617,73366873,32.988361983635606,32.988361983635606,0.975,0.9749843652282677,0.9761904761904762,0.975,1.0,0.975609756097561,0.9523809523809523,1.0,0.95,0.9743589743589743,1.0,0.95
1.5,7331903951.194512,71841008,34.382052471736955,34.382052471736955,0.964,0.9639532834553581,0.9664179104477612,0.964,1.0,0.9652509652509652,0.9328358208955224,1.0,0.928,0.9626556016597511,1.0,0.928
1.6,7183989048.810505,70391677,35.70583853984286,35.70583853984286,0.937,0.9367489566087802,0.9440497335701598,0.937,1.0,0.940733772342427,0.8880994671403197,1.0,0.874,0.9327641408751334,1.0,0.874
1.7000000000000002,7042934238.364397,69009564,36.96822921108915,36.96822921108915,0.894,0.8927954496725204,0.9125412541254124,0.894,1.0,0.9041591320072333,0.8250825082508251,1.0,0.788,0.8814317673378076,1.0,0.788
1.8,6907973273.162302,67687161,38.176082122412694,38.176082122412694,0.783,0.7722767393806975,0.8486750348675034,0.783,1.0,0.8216926869350862,0.697350069735007,1.0,0.566,0.722860791826309,1.0,0.566
1.9000000000000001,6778409305.518301,66417640,39.335633814171075,39.335633814171075,0.656,0.60982868757259,0.7962085308056871,0.656,1.0,0.7440476190476191,0.5924170616113744,1.0,0.312,0.47560975609756095,1.0,0.312
2.0,6653704595.177986,65195732,40.45169687147625,40.45169687147625,0.59,0.5071523019593701,0.7747252747252747,0.59,1.0,0.7092198581560284,0.5494505494505495,1.0,0.18,0.3050847457627119,1.0,0.18
2.1,6533351304.6947975,64016461,41.528816259884636,41.528816259884636,0.553,0.4413833697204792,0.7639915522703273,0.553,1.0,0.691085003455425,0.5279831045406547,1.0,0.106,0.19168173598553345,1.0,0.106
2.2,6416984681.047429,62876253,42.57025638994665,42.57025638994665,0.523,0.3825010906558305,0.755885363357216,0.523,1.0,0.6770480704129993,0.5117707267144319,1.0,0.046,0.08795411089866156,1.0,0.046
2.3000000000000003,6304410304.956199,61773203,43.57775724546151,43.57775724546151,0.508,0.3508686749276984,0.752016129032258,0.508,1.0,0.6702412868632708,0.5040322580645161,1.0,0.016,0.031496062992125984,1.0,0.016
2.4000000000000004,6195095641.092296,60702093,44.556084829297724,44.556084829297724,0.502,0.33776243490656865,0.750501002004008,0.502,1.0,0.6675567423230975,0.501002004008016,1.0,0.004,0.00796812749003984,1.0,0.004
2.5,6088976189.201254,59662291,45.50581639592306,45.50581639592306,0.5,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0
2.6,5985541968.631854,58648800,46.43151609181773,46.43151609181773,0.5,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0
2.7,5884765832.125093,57661354,47.33342687534952,47.33342687534952,0.5,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0
2.8000000000000003,5786503776.739436,56698542,48.21283752192037,48.21283752192037,0.5,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0
2.9000000000000004,5690787950.544748,55760679,49.06946031767373,49.06946031767373,0.5,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0
3.0,5597022848.818224,54841930,49.90862481928602,49.90862481928602,0.5,0.3333333333333333,0.25,0.5,1.0,0.6666666666666666,0.5,1.0,0.0,0.0,0.0,0.0
