threshold,flops,non_zero_params,params_reduction_pct,flops_reduction_pct,overall_accuracy,overall_f1,overall_precision,overall_recall,ham_accuracy,ham_f1,ham_precision,ham_recall,spam_accuracy,spam_f1,spam_precision,spam_recall
0.0,58720256.0,4386178,0.0,0.0,0.95,0.9498939756524806,0.9538413128721498,0.95,0.996,0.9521988527724665,0.9120879120879121,0.996,0.904,0.9475890985324947,0.9955947136563876,0.904
0.1,58192839.37318367,4346782,0.8981851625720627,0.8981851625720627,0.95,0.9498939756524806,0.9538413128721498,0.95,0.996,0.9521988527724665,0.9120879120879121,0.996,0.904,0.9475890985324947,0.9955947136563876,0.904
0.2,57669479.1794551,4307689,1.7894622607655175,1.7894622607655175,0.95,0.9498939756524806,0.9538413128721498,0.95,0.996,0.9521988527724665,0.9120879120879121,0.996,0.904,0.9475890985324947,0.9955947136563876,0.904
0.30000000000000004,57142839.03157966,4268351,2.686325087581942,2.686325087581942,0.95,0.9498939756524806,0.9538413128721498,0.95,0.996,0.9521988527724665,0.9120879120879121,0.996,0.904,0.9475890985324947,0.9955947136563876,0.904
0.4,56619184.31135626,4229236,3.578103761406859,3.578103761406859,0.95,0.9498939756524806,0.9538413128721498,0.95,0.996,0.9521988527724665,0.9120879120879121,0.996,0.904,0.9475890985324947,0.9955947136563876,0.904
0.5,56094967.31327912,4190079,4.470839988709985,4.470839988709995,0.95,0.9498939756524806,0.9538413128721498,0.95,0.996,0.9521988527724665,0.9120879120879121,0.996,0.904,0.9475890985324947,0.9955947136563876,0.904
0.6000000000000001,55573173.46500028,4151103,5.359449616499834,5.359449616499834,0.95,0.9498939756524806,0.9538413128721498,0.95,0.996,0.9521988527724665,0.9120879120879121,0.996,0.904,0.9475890985324947,0.9955947136563876,0.904
0.7000000000000001,55052303.35890974,4112196,6.246486120718309,6.246486120718309,0.949,0.9488870915853119,0.9530027321411997,0.949,0.996,0.9512893982808023,0.9104204753199269,0.996,0.902,0.9464847848898216,0.9955849889624724,0.902
0.8,54525033.99534082,4072811,7.144420495474646,7.144420495474646,0.949,0.9488870915853119,0.9530027321411997,0.949,0.996,0.9512893982808023,0.9104204753199269,0.996,0.902,0.9464847848898216,0.9955849889624724,0.902
0.9,54001888.00269939,4033734,8.035332811390694,8.035332811390694,0.949,0.9488870915853119,0.9530027321411997,0.949,0.996,0.9512893982808023,0.9104204753199269,0.996,0.902,0.9464847848898216,0.9955849889624724,0.902
1.0,53479866.565765455,3994741,8.92433002035029,8.92433002035029,0.949,0.9488870915853119,0.9530027321411997,0.949,0.996,0.9512893982808023,0.9104204753199269,0.996,0.902,0.9464847848898216,0.9955849889624724,0.902
1.1,52961673.973264195,3956034,9.80680674610105,9.80680674610105,0.949,0.9488870915853119,0.9530027321411997,0.949,0.996,0.9512893982808023,0.9104204753199269,0.996,0.902,0.9464847848898216,0.9955849889624724,0.902
1.2000000000000002,52442437.15046311,3917249,10.691061785454215,10.691061785454215,0.949,0.9488870915853119,0.9530027321411997,0.949,0.996,0.9512893982808023,0.9104204753199269,0.996,0.902,0.9464847848898216,0.9955849889624724,0.902
1.3,51927296.92345363,3878770,11.568340363751773,11.568340363751773,0.95,0.9498939756524806,0.9538413128721498,0.95,0.996,0.9521988527724665,0.9120879120879121,0.996,0.904,0.9475890985324947,0.9955947136563876,0.904
1.4000000000000001,51412062.98346852,3840284,12.445778534295693,12.445778534295703,0.949,0.9488870915853119,0.9530027321411997,0.949,0.996,0.9512893982808023,0.9104204753199269,0.996,0.902,0.9464847848898216,0.9955849889624724,0.902
1.5,50894633.48234021,3801634,13.326955723183143,13.326955723183143,0.947,0.9468724407301932,0.9513346176680844,0.947,0.996,0.9494756911344138,0.907103825136612,0.996,0.898,0.9442691903259727,0.9955654101995566,0.898
1.6,50380242.959135726,3763211,14.202957563509733,14.202957563509722,0.949,0.9488870915853119,0.9530027321411997,0.949,0.996,0.9512893982808023,0.9104204753199269,0.996,0.902,0.9464847848898216,0.9955849889624724,0.902
1.7000000000000002,49864768.04292758,3724707,15.080806114115752,15.080806114115752,0.949,0.9488870915853119,0.9530027321411997,0.949,0.996,0.9512893982808023,0.9104204753199269,0.996,0.902,0.9464847848898216,0.9955849889624724,0.902
1.8,49350350.7445872,3686282,15.956853552227024,15.956853552227024,0.949,0.9488870915853119,0.9530027321411997,0.949,0.996,0.9512893982808023,0.9104204753199269,0.996,0.902,0.9464847848898216,0.9955849889624724,0.902
1.9000000000000001,48844581.815140195,3648503,16.81817290588754,16.81817290588754,0.949,0.9488870915853119,0.9530027321411997,0.949,0.996,0.9512893982808023,0.9104204753199269,0.996,0.902,0.9464847848898216,0.9955849889624724,0.902
2.0,48338745.94785346,3610719,17.679606254009748,17.679606254009762,0.95,0.9498939756524806,0.9538413128721498,0.95,0.996,0.9521988527724665,0.9120879120879121,0.996,0.904,0.9475890985324947,0.9955947136563876,0.904
2.1,47831169.69673369,3572805,18.544003458135993,18.544003458135993,0.951,0.9509005736616648,0.954682931747152,0.951,0.996,0.9531100478468899,0.9137614678899083,0.996,0.906,0.9486910994764398,0.9956043956043956,0.906
2.2,47332804.09236105,3535579,19.392715024333263,19.392715024333263,0.953,0.9529129360186986,0.9563753521041624,0.953,0.996,0.9549376797698945,0.9171270718232044,0.996,0.91,0.9508881922675027,0.9956236323851203,0.91
2.3000000000000003,46829645.73866359,3497995,20.249588593987756,20.249588593987756,0.952,0.9519068917424134,0.9555276057791536,0.952,0.996,0.9540229885057471,0.9154411764705882,0.996,0.908,0.9497907949790795,0.9956140350877193,0.908
2.4000000000000004,46327344.18931471,3460475,21.105003034532565,21.105003034532565,0.952,0.9519068917424134,0.9555276057791536,0.952,0.996,0.9540229885057471,0.9154411764705882,0.996,0.908,0.9497907949790795,0.9956140350877193,0.908
2.5,45829487.31252403,3423287,21.952848242820966,21.952848242820966,0.951,0.9509005736616648,0.954682931747152,0.951,0.996,0.9531100478468899,0.9137614678899083,0.996,0.906,0.9486910994764398,0.9956043956043956,0.906
2.6,45329649.075677276,3385951,22.80406768717549,22.80406768717549,0.952,0.9519068917424134,0.9555276057791536,0.952,0.996,0.9540229885057471,0.9154411764705882,0.996,0.908,0.9497907949790795,0.9956140350877193,0.908
2.7,44828364.98149231,3348507,23.65774941190257,23.657749411902586,0.952,0.9519068917424134,0.9555276057791536,0.952,0.996,0.9540229885057471,0.9154411764705882,0.996,0.908,0.9497907949790795,0.9956140350877193,0.908
2.8000000000000003,44335180.365914926,3311668,24.497637806764793,24.497637806764793,0.953,0.9529129360186986,0.9563753521041624,0.953,0.996,0.9549376797698945,0.9171270718232044,0.996,0.91,0.9508881922675027,0.9956236323851203,0.91
2.9000000000000004,43843936.947689764,3274974,25.334220362237925,25.334220362237925,0.953,0.9529129360186986,0.9563753521041624,0.953,0.996,0.9549376797698945,0.9171270718232044,0.996,0.91,0.9508881922675027,0.9956236323851203,0.91
3.0,43354474.07600147,3238413,26.16777066503001,26.16777066503001,0.953,0.9529129360186986,0.9563753521041624,0.953,0.996,0.9549376797698945,0.9171270718232044,0.996,0.91,0.9508881922675027,0.9956236323851203,0.91
